0	0
0.780866491058	2
0.610627822631	2
0	0
0.889838062437	1
0	0
0	0
0	0
0.713813112896	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.834551665862	1
0	0
0	0
0	0
1.06986104251	1
0	0
0	0
2.20731622672	1
0	0
0	0
0	0
0	0
0	0
0	0
0.430727950771	1
0.479392371617	1
0.87003085347	2
0.316994956642	1
0	0
0	0
2.9521604144	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.733261858274	1
0	0
0	0
0	0
0.791287632955	1
0	0
0	0
0.939079789949	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.436757701047	1
0	0
0	0
0.819523094963	2
0.729317214295	2
0	0
0	0
0	0
0.408949604075	1
0	0
0	0
0	0
0	0
0.352100294592	1
0	0
0	0
0	0
0	0
0	0
1.04562736236	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.553717487631	1
0	0
0	0
0	0
0	0
0	0
0.425270229698	1
0	0
0.405557198971	1
1.34654502211	2
0	0
1.13718175147	1
0.538581815115	1
0	0
0.683347261575	1
0.419364906096	1
0	0
0	0
0	0
0	0
0	0
1.13933594749	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.679115863721	1
0	0
0.671172628784	1
0.923984063444	2
0.566665759126	1
0	0
1.85054974629	1
0	0
0.356541592079	1
2.88697430261	1
0	0
0.40141994947	1
0	0
0	0
0	0
0	0
0.617766529344	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.361273627994	1
0	0
0.825995415101	1
0.32718099735	1
0.955695726396	1
0.401110320944	1
0.818946647326	1
0.336303277071	1
1.4213353579	1
0.364286332176	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1.07404846093	1
0	0
0	0
0	0
0.439923500939	1
0.624103483779	1
0.6942762243	1
0	0
0.71043597811	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2.9042300407	1
2.1556240661	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.719221512303	1
0	0
0	0
0	0
0	0
0	0
0.82646288014	1
0	0
0	0
1.33048429181	1
0	0
0	0
0	0
0	0
0	0
0	0
0.476938914438	1
0.671756221681	1
0	0
0.611448283671	1
0.358954273739	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.865199191275	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.933176622206	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1.24841277583	1
0	0
0	0
0.429951329187	1
0	0
0.388774518194	1
0.300695680779	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.344281230316	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.519272904004	1
0	0
0	0
