162	37	404.123
162	38	404.137
162	39	404.124
162	40	404.111
162	41	404.122
162	42	404.11
162	43	404.13
162	44	404.122
162	45	404.122
162	46	404.128
162	47	404.12
162	48	404.129
162	49	404.136
162	50	404.129
162	51	404.126
162	52	404.182
162	53	404.135
162	54	404.109
162	55	404.128
162	56	404.165
162	57	404.134
162	58	404.126
162	59	404.132
162	60	404.132
162	61	404.152
162	62	404.118
162	63	404.142
163	0	393.11
163	1	393.118
163	2	393.1
163	3	393.103
163	4	393.106
163	5	393.094
163	6	393.102
163	7	393.1
163	8	393.102
163	9	393.103
163	10	393.099
163	11	393.096
163	12	393.09
163	13	393.102
163	14	393.101
163	15	393.093
163	16	393.091
163	17	393.096
163	18	393.101
163	19	393.096
163	20	393.101
163	21	393.094
163	22	393.099
163	23	393.103
163	24	393.101
163	25	393.09
163	26	393.098
163	27	393.096
163	28	393.094
163	29	393.092
163	30	393.1
163	31	393.092
163	32	393.097
163	33	393.1
163	34	393.095
163	35	393.098
163	36	393.099
163	37	393.097
163	38	393.092
163	39	393.101
163	40	393.098
163	41	393.1
163	42	393.094
163	43	393.095
163	44	393.093
163	45	393.091
163	46	393.095
163	47	393.095
163	48	393.101
163	49	393.099
163	50	393.093
163	51	393.096
163	52	393.09
163	53	393.099
163	54	393.098
163	55	393.094
163	56	393.098
163	57	393.093
163	58	393.099
163	59	393.1
163	60	393.098
163	61	393.09
163	62	393.1
163	63	393.089
164	0	419.664
164	1	419.663
164	2	419.671
164	3	419.673
164	4	419.679
164	5	419.677
164	6	419.682
164	7	419.678
164	8	419.676
164	9	419.677
164	10	419.685
164	11	419.677
164	12	419.686
164	13	419.683
164	14	419.68
164	15	419.674
164	16	419.681
164	17	419.682
164	18	419.675
164	19	419.678
164	20	419.686
164	21	419.679
164	22	419.672
164	23	419.669
164	24	419.677
164	25	419.674
164	26	419.678
164	27	419.68
164	28	419.682
164	29	419.681
164	30	419.681
164	31	419.676
164	32	419.673
164	33	419.671
164	34	419.67
164	35	419.682
164	36	419.678
164	37	419.674
164	38	419.677
164	39	419.677
164	40	419.675
164	41	419.674
164	42	419.675
164	43	419.678
164	44	419.675
164	45	419.681
164	46	419.671
164	47	419.68
164	48	419.676
164	49	419.677
164	50	419.677
164	51	419.676
164	52	419.681
164	53	419.679
164	54	419.679
164	55	419.679
164	56	419.681
164	57	419.68
164	58	419.676
164	59	419.677
164	60	419.68
164	61	419.68
164	62	419.683
164	63	419.69
165	0	397.607
165	1	397.618
165	2	397.63
165	3	397.625
165	4	397.625
165	5	397.642
165	6	397.639
165	7	397.639
165	8	397.646
165	9	397.641
165	10	397.636
165	11	397.649
165	12	397.638
165	13	397.642
165	14	397.641
165	15	397.641
165	16	397.643
165	17	397.633
165	18	397.639
165	19	397.639
165	20	397.634
165	21	397.642
165	22	397.639
165	23	397.634
165	24	397.631
165	25	397.64
165	26	397.65
165	27	397.63
165	28	397.643
165	29	397.641
165	30	397.642
165	31	397.643
165	32	397.642
165	33	397.639
165	34	397.634
165	35	397.643
165	36	397.631
165	37	397.634
165	38	397.634
165	39	397.636
165	40	397.636
165	41	397.631
165	42	397.641
165	43	397.642
165	44	397.632
165	45	397.639
165	46	397.637
165	47	397.638
165	48	397.633
165	49	397.642
165	50	397.64
165	51	397.639
165	52	397.637
165	53	397.638
165	54	397.642
165	55	397.637
165	56	397.637
165	57	397.636
165	58	397.64
165	59	397.633
165	60	397.636
165	61	397.635
165	62	397.638
165	63	397.645
166	0	389.596
166	1	389.626
166	2	389.617
166	3	389.615
166	4	389.608
166	5	389.611
166	6	389.615
166	7	389.607
166	8	389.613
166	9	389.613
166	10	389.608
166	11	389.617
166	12	389.622
166	13	389.618
166	14	389.609
166	15	389.612
166	16	389.616
166	17	389.612
166	18	389.612
166	19	389.609
166	20	389.608
166	21	389.6
166	22	389.605
166	23	389.61
166	24	389.6
166	25	389.609
166	26	389.606
166	27	389.604
166	28	389.609
166	29	389.612
166	30	389.612
166	31	389.614
166	32	389.614
166	33	389.611
166	34	389.614
166	35	389.619
166	36	389.607
166	37	389.616
166	38	389.617
166	39	389.611
166	40	389.615
166	41	389.605
166	42	389.615
166	43	389.606
166	44	389.617
166	45	389.608
166	46	389.618
166	47	389.612
166	48	389.609
166	49	389.616
166	50	389.613
166	51	389.61
166	52	389.621
166	53	389.618
166	54	389.61
166	55	389.618
166	56	389.616
166	57	389.614
166	58	389.611
166	59	389.62
166	60	389.617
166	61	389.619
166	62	389.603
166	63	389.625
167	0	421.205
167	1	421.19
167	2	421.179
167	3	421.171
167	4	421.165
167	5	421.169
167	6	421.167
167	7	421.161
167	8	421.168
167	9	421.158
167	10	421.167
167	11	421.155
167	12	421.169
167	13	421.17
167	14	421.166
167	15	421.16
167	16	421.164
167	17	421.165
167	18	421.162
167	19	421.162
167	20	421.162
167	21	421.165
167	22	421.159
167	23	421.162
167	24	421.158
167	25	421.167
167	26	421.159
167	27	421.17
167	28	421.175
167	29	421.176
167	30	421.17
167	31	421.168
167	32	421.167
167	33	421.17
167	34	421.17
167	35	421.171
167	36	421.166
167	37	421.17
167	38	421.172
167	39	421.168
167	40	421.171
167	41	421.167
167	42	421.173
167	43	421.164
167	44	421.17
167	45	421.166
167	46	421.166
167	47	421.17
167	48	421.165
167	49	421.167
167	50	421.168
167	51	421.169
167	52	421.173
167	53	421.173
167	54	421.167
167	55	421.172
167	56	421.172
167	57	421.173
167	58	421.169
167	59	421.174
167	60	421.171
167	61	421.174
167	62	421.166
167	63	421.178
