160	0	373.405
160	1	371.535
160	2	359.448
160	3	377.989
160	4	389.28
160	5	378.215
160	6	386.414
160	7	383.695
160	8	383.816
160	9	379.129
160	10	377.082
160	11	396.53
160	12	397.07
160	13	397.862
160	14	388.677
160	15	392.177
160	16	392.832
160	17	401.095
160	18	401.982
160	19	391.803
160	20	387.502
160	21	385.176
160	22	387
160	23	385.819
160	24	390.089
160	25	373.978
160	26	389.046
160	27	386.354
160	28	387.363
160	29	381.982
160	30	380.768
160	31	365.355
160	32	371.6
160	33	377.564
160	34	372.507
160	35	376.64
160	36	370.048
160	37	367.484
160	38	362.622
160	39	361.422
160	40	363.428
160	41	370.877
160	42	368.025
160	43	369.05
160	44	361.072
160	45	378.238
160	46	368.207
160	47	351.85
160	48	363.634
160	49	339.916
160	50	336.77
160	51	363.196
160	52	341.23
160	53	341.054
160	54	347.132
160	55	327.969
160	56	342.514
160	57	324.293
160	58	336.551
160	59	328.671
160	60	340.409
160	61	320.684
160	62	323.299
160	63	319.548
161	0	419.061
161	1	412.469
161	2	409.847
161	3	413.458
161	4	429.125
161	5	436.435
161	6	438.006
161	7	432.396
161	8	410.022
161	9	443.557
161	10	420.775
161	11	421.049
161	12	423.272
161	13	436.271
161	14	432.806
161	15	425.917
161	16	434.8
161	17	424.583
161	18	441.196
161	19	412.125
161	20	440.89
161	21	440.955
161	22	450.083
161	23	446.294
161	24	434.825
161	25	430.482
161	26	447.261
161	27	427.058
161	28	426.329
161	29	431.568
161	30	425.129
161	31	421.943
161	32	424.262
161	33	424.772
161	34	417.885
161	35	413.089
161	36	392.758
161	37	406.528
161	38	423.974
161	39	420.607
161	40	414.879
161	41	404.012
161	42	406.821
161	43	417.178
161	44	418.909
161	45	416.32
161	46	410.581
161	47	410.631
161	48	425.175
161	49	405.109
161	50	408.205
161	51	401.877
161	52	405.261
161	53	406.753
161	54	401.908
161	55	401.874
161	56	398.27
161	57	406.026
161	58	390.144
161	59	393.835
161	60	401
161	61	380.151
161	62	363.004
161	63	366.358
162	0	404.067
162	1	404.101
162	2	404.051
162	3	404.106
162	4	404.165
162	5	404.104
162	6	404.141
162	7	404.135
162	8	404.148
162	9	404.127
162	10	404.137
162	11	404.125
162	12	404.141
162	13	404.136
162	14	404.132
162	15	404.142
162	16	404.152
162	17	404.123
162	18	404.132
162	19	404.117
162	20	404.114
162	21	404.181
162	22	404.124
162	23	404.137
162	24	404.149
162	25	404.151
162	26	404.127
162	27	404.122
162	28	404.135
162	29	404.138
162	30	404.149
162	31	404.109
162	32	404.113
162	33	404.141
162	34	404.144
162	35	404.115
162	36	404.115
